sample_id,dataset_id,label_id,label_name,entity_key,start_line_no,end_line_no,total_records,error_cnt,warn_cnt,info_cnt,error_ratio,template_counts_json,keyword_counts_json,top_templates_json,error_examples_json
normal#913f891b-4865-4709-802e-e30db0dfd5a3,normal,0,normal,913f891b-4865-4709-802e-e30db0dfd5a3,73242,73425,18,0,0,18,0.0,"{""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""55452d33"": 1, ""5c09b9bd"": 1, ""68b44b41"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""8fb26ea6"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""55452d33"", ""8fb26ea6"", ""4d69fb36""]",[]
normal#ccbd04f3-7a50-4d78-ab4a-9b35bca3ffc4,normal,0,normal,ccbd04f3-7a50-4d78-ab4a-9b35bca3ffc4,73260,73445,17,0,0,17,0.0,"{""23c6f986"": 1, ""2cb4df33"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""600a4dfa"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""a3dd3c83"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""ca45f434"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""ca45f434"", ""23c6f986"", ""fbd432b6"", ""fbe941c1"", ""a3dd3c83"", ""4d69fb36""]",[]
normal#e905b2aa-efb0-4557-8b4a-4b205cc9f1d7,normal,0,normal,e905b2aa-efb0-4557-8b4a-4b205cc9f1d7,73281,73466,17,0,0,17,0.0,"{""23c6f986"": 2, ""285e2743"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""476ba076"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""c1bdb5d3"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""c6eb2a48"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""285e2743"", ""c1bdb5d3"", ""4d69fb36""]",[]
normal#29960685-834a-48e4-b02d-a3a3a0a141b1,normal,0,normal,29960685-834a-48e4-b02d-a3a3a0a141b1,73301,73486,17,0,0,17,0.0,"{""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""84cb37b3"": 1, ""86721ac3"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""c6aeff05"": 1, ""e7fb6658"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""c6aeff05"", ""86721ac3"", ""4d69fb36""]",[]
normal#4e431f1f-fc6f-45f5-8725-7648ae3bd9e2,normal,0,normal,4e431f1f-fc6f-45f5-8725-7648ae3bd9e2,73316,73505,18,0,0,18,0.0,"{""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""54d3363d"": 1, ""7629fb60"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""87d9a763"": 1, ""9e689a3c"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""87d9a763"", ""54d3363d"", ""4d69fb36""]",[]
normal#1cdb7b14-2ccd-437a-9fb5-0091e5263dde,normal,0,normal,1cdb7b14-2ccd-437a-9fb5-0091e5263dde,73338,73534,17,0,0,17,0.0,"{""23c6f986"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""429a89bc"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""9153e797"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""db6dea3f"": 1, ""e49de9ac"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""9153e797"", ""23c6f986"", ""fbd432b6"", ""fbe941c1"", ""429a89bc"", ""4d69fb36""]",[]
normal#bd4be76d-7467-4744-8688-d7a5de59b3a4,normal,0,normal,bd4be76d-7467-4744-8688-d7a5de59b3a4,73364,73547,17,0,0,17,0.0,"{""23c6f986"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""45467dd2"": 1, ""4d69fb36"": 1, ""5ea14959"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c06c9e9b"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""f2c53d8a"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""23c6f986"", ""fbe941c1"", ""af8954af"", ""5ea14959"", ""c06c9e9b"", ""4d69fb36""]",[]
normal#a228ea0d-1dac-417b-bd9c-c083f10e1949,normal,0,normal,a228ea0d-1dac-417b-bd9c-c083f10e1949,73385,73575,18,0,0,18,0.0,"{""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""6175bcf5"": 1, ""7b89123a"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""d6b81c08"": 1, ""db91a8f7"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""d6b81c08"", ""db91a8f7"", ""4d69fb36""]",[]
normal#837e7fa4-931f-48cb-9fe7-b25479cc8613,normal,0,normal,837e7fa4-931f-48cb-9fe7-b25479cc8613,73403,73596,18,0,0,18,0.0,"{""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""74552e8e"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""9ab521d4"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""c7282006"": 1, ""faa17bfa"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""faa17bfa"", ""c7282006"", ""4d69fb36""]",[]
normal#e643dc25-3006-41f4-947e-4047c09a4ce7,normal,0,normal,e643dc25-3006-41f4-947e-4047c09a4ce7,73424,73619,18,0,0,18,0.0,"{""23c6f986"": 2, ""3cd0382f"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""8b13ae50"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""d9e747cf"": 1, ""f7156e0f"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""f7156e0f"", ""3cd0382f"", ""4d69fb36""]",[]
normal#4bf1cb22-df6e-4b9a-abd0-15c02dd20fbb,normal,0,normal,4bf1cb22-df6e-4b9a-abd0-15c02dd20fbb,73446,73637,17,0,0,17,0.0,"{""23c6f986"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""773e203b"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""dae502a8"": 1, ""e65c6c81"": 1, ""ebd5ef48"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""e65c6c81"", ""23c6f986"", ""fbd432b6"", ""773e203b"", ""fbe941c1"", ""4d69fb36""]",[]
normal#77a7dca5-8743-4c1f-9081-5e5d6797bc26,normal,0,normal,77a7dca5-8743-4c1f-9081-5e5d6797bc26,73465,73658,17,0,0,17,0.0,"{""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""6acd1de4"": 1, ""7bb1bd13"": 1, ""837f2a0f"": 1, ""86e61357"": 1, ""929611ae"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""dc734d4e"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""837f2a0f"", ""dc734d4e"", ""4d69fb36""]",[]
normal#e4c521d5-a5b0-4eb7-be1e-0ccc07ca4da0,normal,0,normal,e4c521d5-a5b0-4eb7-be1e-0ccc07ca4da0,73484,73678,18,0,0,18,0.0,"{""204951fa"": 1, ""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""476ba076"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""d329063b"": 1, ""e4870278"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""e4870278"", ""d329063b"", ""4d69fb36""]",[]
normal#4e73728d-6e32-441f-9c62-cb2ddb924129,normal,0,normal,4e73728d-6e32-441f-9c62-cb2ddb924129,73506,73692,17,0,0,17,0.0,"{""23c6f986"": 2, ""2a2c9489"": 1, ""397bf966"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""679c40c9"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""8a02a4c8"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""397bf966"", ""8a02a4c8"", ""4d69fb36""]",[]
normal#7bed6cda-959c-4ae3-adc4-791ef99b0c34,normal,0,normal,7bed6cda-959c-4ae3-adc4-791ef99b0c34,73526,73711,17,0,0,17,0.0,"{""23c6f986"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""7fbe27d7"": 1, ""86e61357"": 1, ""9aa27a38"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""e829ffd7"": 1, ""eb046a4c"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""e829ffd7"", ""23c6f986"", ""fbd432b6"", ""fbe941c1"", ""9aa27a38"", ""4d69fb36""]",[]
normal#8f88f816-a6e3-4d3d-8dcb-eedb8ec7ff49,normal,0,normal,8f88f816-a6e3-4d3d-8dcb-eedb8ec7ff49,73548,73730,16,0,0,16,0.0,"{""0129d5e7"": 1, ""23c6f986"": 1, ""24521f45"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""54d9d763"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""f098db97"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""0129d5e7"", ""23c6f986"", ""fbd432b6"", ""24521f45"", ""fbe941c1"", ""4d69fb36""]",[]
normal#2d9733ca-b0ca-4fdd-a909-32bf440540fa,normal,0,normal,2d9733ca-b0ca-4fdd-a909-32bf440540fa,73574,73748,17,0,0,17,0.0,"{""210146ee"": 1, ""23c6f986"": 2, ""2c9bb53b"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""473f74ed"": 1, ""4d69fb36"": 1, ""704af32c"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""704af32c"", ""fbd432b6"", ""2c9bb53b"", ""fbe941c1"", ""4d69fb36""]",[]
normal#940499de-6ee1-4e16-9e0b-86c5a840f82e,normal,0,normal,940499de-6ee1-4e16-9e0b-86c5a840f82e,73597,73771,18,0,0,18,0.0,"{""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""49f8da8f"": 1, ""4d69fb36"": 1, ""66ad35eb"": 1, ""7bb1bd13"": 1, ""7cf54130"": 1, ""86e61357"": 1, ""95745363"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""49f8da8f"", ""95745363"", ""4d69fb36""]",[]
normal#e26519a0-53c9-44ab-b49d-5bab469f2086,normal,0,normal,e26519a0-53c9-44ab-b49d-5bab469f2086,73609,73790,17,0,0,17,0.0,"{""1818ecdd"": 1, ""1ed0ff1c"": 1, ""23c6f986"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""bda4d0c7"": 1, ""c1c6c747"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""1ed0ff1c"", ""23c6f986"", ""fbd432b6"", ""fbe941c1"", ""bda4d0c7"", ""4d69fb36""]",[]
normal#9eac34a6-948c-4507-a0fc-166c0ddd4a10,normal,0,normal,9eac34a6-948c-4507-a0fc-166c0ddd4a10,73638,73809,17,0,0,17,0.0,"{""16c5cd5d"": 1, ""23c6f986"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""99be92d0"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""bd9aa8f5"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""e7b47563"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""16c5cd5d"", ""23c6f986"", ""fbd432b6"", ""99be92d0"", ""fbe941c1"", ""4d69fb36""]",[]
normal#e3755735-b91a-4b84-bb71-914eeb4eefbf,normal,0,normal,e3755735-b91a-4b84-bb71-914eeb4eefbf,73656,73831,17,0,0,17,0.0,"{""23c6f986"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""57644f13"": 1, ""7bb1bd13"": 1, ""83834500"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""a2dcd6c4"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""df190d18"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""df190d18"", ""23c6f986"", ""fbd432b6"", ""83834500"", ""fbe941c1"", ""4d69fb36""]",[]
normal#399c79f4-e9e5-4e76-aa4b-11175d047be2,normal,0,normal,399c79f4-e9e5-4e76-aa4b-11175d047be2,73669,73852,18,0,0,18,0.0,"{""23c6f986"": 2, ""32391b88"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""6e8ab695"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""8b13ae50"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""f55aa56a"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""6e8ab695"", ""f55aa56a"", ""4d69fb36""]",[]
normal#a48662d8-1d87-402b-873c-66fe85c149c5,normal,0,normal,a48662d8-1d87-402b-873c-66fe85c149c5,73691,73871,17,0,0,17,0.0,"{""23c6f986"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4910cb7b"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""7ff8282c"": 1, ""86e61357"": 1, ""9aa27a38"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""ddd5e65b"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""7ff8282c"", ""23c6f986"", ""fbd432b6"", ""9aa27a38"", ""fbe941c1"", ""4d69fb36""]",[]
normal#6d34a413-ef19-4051-bcdc-5123b442f098,normal,0,normal,6d34a413-ef19-4051-bcdc-5123b442f098,73707,73893,18,0,0,18,0.0,"{""23c6f986"": 2, ""3f0cc10b"": 1, ""41c8e965"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""c906e28e"": 1, ""d2df2fba"": 1, ""eb4a57e2"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""41c8e965"", ""eb4a57e2"", ""4d69fb36""]",[]
normal#ba8e4832-1da1-4d2d-977d-c90e38b927d6,normal,0,normal,ba8e4832-1da1-4d2d-977d-c90e38b927d6,73728,73913,18,0,0,18,0.0,"{""07d4937a"": 1, ""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""538aabcc"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""97101bb6"": 1, ""a03daa0f"": 1, ""a0f9496f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""97101bb6"", ""538aabcc"", ""4d69fb36""]",[]
normal#9ede7b80-0b22-42d8-81cb-d72f9a47eecf,normal,0,normal,9ede7b80-0b22-42d8-81cb-d72f9a47eecf,73750,73931,17,0,0,17,0.0,"{""09b9c776"": 1, ""23c6f986"": 1, ""2902238f"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4a1c6272"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""7c482ff7"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""4a1c6272"", ""23c6f986"", ""fbd432b6"", ""2902238f"", ""fbe941c1"", ""4d69fb36""]",[]
normal#1c0f5f3a-5466-4192-ad49-302b65fb7c5b,normal,0,normal,1c0f5f3a-5466-4192-ad49-302b65fb7c5b,73769,73954,17,0,0,17,0.0,"{""177a798e"": 1, ""23c6f986"": 1, ""3ee42263"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""d5fb793b"": 1, ""d6fd2145"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""d5fb793b"", ""23c6f986"", ""fbd432b6"", ""fbe941c1"", ""d6fd2145"", ""4d69fb36""]",[]
normal#1a871255-1b3f-4274-ac4e-6c913e64c6cb,normal,0,normal,1a871255-1b3f-4274-ac4e-6c913e64c6cb,73789,73976,17,0,0,17,0.0,"{""0f4652ec"": 1, ""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""4e5715e1"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bdf09c03"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""e698a062"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""0f4652ec"", ""4e5715e1"", ""4d69fb36""]",[]
normal#827b5913-1f9c-4c08-9509-b90f11614023,normal,0,normal,827b5913-1f9c-4c08-9509-b90f11614023,73810,73991,17,0,0,17,0.0,"{""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""7ed64786"": 1, ""86e61357"": 1, ""9448290d"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""d0b20760"": 1, ""d6412187"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""7ed64786"", ""d0b20760"", ""4d69fb36""]",[]
normal#7d06e3a3-900f-4aec-98ab-6eed5950cef0,normal,0,normal,7d06e3a3-900f-4aec-98ab-6eed5950cef0,73829,74005,17,0,0,17,0.0,"{""1c252dfa"": 1, ""1e8fbaf5"": 1, ""23c6f986"": 2, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""9c88c2a7"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""d550b039"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""1c252dfa"", ""9c88c2a7"", ""4d69fb36""]",[]
normal#efdecea6-691c-42f9-95ed-394d075336f2,normal,0,normal,efdecea6-691c-42f9-95ed-394d075336f2,73846,74025,17,0,0,17,0.0,"{""0339b466"": 1, ""23c6f986"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""d11dc449"": 1, ""d4aa5640"": 1, ""df416232"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""d4aa5640"", ""23c6f986"", ""fbd432b6"", ""fbe941c1"", ""df416232"", ""4d69fb36""]",[]
normal#ae093dd9-b205-4031-9e6d-12c0d60dc869,normal,0,normal,ae093dd9-b205-4031-9e6d-12c0d60dc869,73872,74046,15,0,0,15,0.0,"{""27534ef6"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""b80513c0"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""da564206"": 1, ""e11e428e"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""e11e428e"", ""27534ef6"", ""fbd432b6"", ""fbe941c1"", ""4d69fb36"", ""86e61357""]",[]
normal#c02d3217-c675-4bb7-94b6-69190b1c1fd2,normal,0,normal,c02d3217-c675-4bb7-94b6-69190b1c1fd2,73891,74063,17,0,0,17,0.0,"{""23c6f986"": 2, ""3d62af0b"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""6a208de0"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""a19b89ba"": 1, ""af8954af"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""dc315fe5"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""6a208de0"", ""3d62af0b"", ""4d69fb36""]",[]
normal#3fac92de-0de5-407d-afe4-7d6ce665f5f1,normal,0,normal,3fac92de-0de5-407d-afe4-7d6ce665f5f1,73911,74093,17,0,0,17,0.0,"{""143531e8"": 1, ""23c6f986"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""744494d7"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""88fd895c"": 1, ""95375fa4"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""c4693083"", ""c4268e60"", ""7bb1bd13"", ""af8954af"", ""744494d7"", ""23c6f986"", ""fbd432b6"", ""fbe941c1"", ""143531e8"", ""4d69fb36""]",[]
normal#d93ccd05-8633-49ed-819d-8e999c9ed2f7,normal,0,normal,d93ccd05-8633-49ed-819d-8e999c9ed2f7,73933,74114,18,0,0,18,0.0,"{""23c6f986"": 2, ""3c90e171"": 1, ""3f0cc10b"": 1, ""428a3b40"": 1, ""4d69fb36"": 1, ""6bcae08f"": 1, ""6edd92c5"": 1, ""7bb1bd13"": 1, ""86e61357"": 1, ""a03daa0f"": 1, ""af8954af"": 1, ""bce59009"": 1, ""c4268e60"": 1, ""c4693083"": 1, ""d0957106"": 1, ""fbd432b6"": 1, ""fbe941c1"": 1}",{},"[""23c6f986"", ""c4693083"", ""c4268e60"", ""7bb1bd13"", ""fbd432b6"", ""fbe941c1"", ""af8954af"", ""3c90e171"", ""6bcae08f"", ""4d69fb36""]",[]
